model,target,MSE,RMSE,MAE,MAPE,SMAPE,R2,LOG_R2
xgb_duration_balanced,duration_seconds,650927694.6672626,25513.284670290155,11487.31314889526,370.8035834202881,68.32891749028083,0.24186994959163455,0.8280056026127856
