job_id,arrival_offset_seconds,job_type,required_cpu,required_memory,expected_duration_seconds,role,app_name
pred_000867,20808.0,interactive,64.0,320.0,702.51,cn,app_87
pred_000868,20832.0,interactive,64.0,320.0,688.79,cn,app_87
pred_000869,20856.0,interactive,64.0,320.0,689.43,cn,app_87
pred_000870,20880.0,interactive,64.0,320.0,622.45,cn,app_87
pred_000871,20904.0,interactive,64.0,320.0,617.08,cn,app_87
pred_000872,20928.0,interactive,64.0,320.0,627.04,cn,app_87
pred_000873,20952.0,interactive,64.0,320.0,597.05,cn,app_87
pred_000874,20976.0,interactive,64.0,320.0,612.92,cn,app_87
pred_000875,21000.0,interactive,64.0,320.0,606.54,cn,app_87
pred_000876,21024.0,interactive,64.0,320.0,599.27,cn,app_87
pred_000877,21048.0,interactive,64.0,320.0,608.95,cn,app_87
pred_000878,21072.0,interactive,64.0,320.0,597.05,cn,app_87
pred_000879,21096.0,interactive,64.0,320.0,609.24,cn,app_87
pred_000880,21120.0,interactive,64.0,320.0,608.3,cn,app_87
pred_000881,21144.0,interactive,64.0,320.0,595.26,cn,app_87
pred_000882,21168.0,interactive,64.0,320.0,605.83,cn,app_87
pred_000883,21192.0,interactive,64.0,320.0,594.0,cn,app_87
pred_000884,21216.0,interactive,64.0,320.0,611.24,cn,app_87
pred_000885,21240.0,interactive,64.0,320.0,600.36,cn,app_87
pred_000886,21264.0,interactive,64.0,320.0,595.19,cn,app_87
pred_000887,21288.0,interactive,64.0,320.0,604.8,cn,app_87
pred_000888,21312.0,interactive,64.0,320.0,592.99,cn,app_87
pred_000889,21336.0,interactive,64.0,320.0,610.2,cn,app_87
pred_000890,21360.0,interactive,64.0,320.0,600.36,cn,app_87
pred_000891,21384.0,interactive,64.0,320.0,595.19,cn,app_87
pred_000892,21408.0,interactive,64.0,320.0,604.8,cn,app_87
pred_000893,21432.0,interactive,64.0,320.0,592.65,cn,app_87
pred_000894,21456.0,interactive,64.0,320.0,610.2,cn,app_87
pred_000895,21480.0,interactive,64.0,320.0,596.46,cn,app_87
pred_000896,21504.0,interactive,64.0,320.0,591.32,cn,app_87
pred_000897,21528.0,interactive,64.0,320.0,600.87,cn,app_87
pred_000898,21552.0,interactive,64.0,320.0,588.8,cn,app_87
pred_000899,21576.0,interactive,64.0,320.0,606.24,cn,app_87
pred_000900,21600.0,interactive,64.0,320.0,542.82,cn,app_87
pred_000901,21624.0,interactive,64.0,320.0,585.64,cn,app_87
pred_000902,21648.0,interactive,64.0,320.0,541.9,cn,app_87
pred_000903,21672.0,interactive,64.0,320.0,530.41,cn,app_87
pred_000904,21696.0,interactive,64.0,320.0,550.35,cn,app_87
pred_000905,21720.0,interactive,64.0,320.0,537.65,cn,app_87
pred_000906,21744.0,interactive,64.0,320.0,530.64,cn,app_87
pred_000907,21768.0,interactive,64.0,320.0,534.82,cn,app_87
pred_000908,21792.0,interactive,64.0,320.0,529.0,cn,app_87
pred_000909,21816.0,interactive,64.0,320.0,543.17,cn,app_87
pred_000910,21840.0,interactive,64.0,320.0,530.9,cn,app_87
pred_000911,21864.0,interactive,64.0,320.0,529.5,cn,app_87
pred_000912,21888.0,interactive,64.0,320.0,534.82,cn,app_87
pred_000913,21912.0,interactive,64.0,320.0,529.0,cn,app_87
pred_000914,21936.0,interactive,64.0,320.0,540.01,cn,app_87
pred_000915,21960.0,interactive,64.0,320.0,530.59,cn,app_87
pred_000916,21984.0,interactive,64.0,320.0,529.5,cn,app_87
pred_000917,22008.0,interactive,64.0,320.0,543.06,cn,app_87
pred_000918,22032.0,interactive,64.0,320.0,537.14,cn,app_87
pred_000919,22056.0,interactive,64.0,320.0,548.32,cn,app_87
pred_000920,22080.0,interactive,64.0,320.0,538.76,cn,app_87
pred_000921,22104.0,interactive,64.0,320.0,537.65,cn,app_87
pred_000922,22128.0,interactive,64.0,320.0,529.35,cn,app_87
pred_000923,22152.0,interactive,64.0,320.0,523.89,cn,app_87
pred_000924,22176.0,interactive,64.0,320.0,534.49,cn,app_87
pred_000925,22200.0,interactive,64.0,320.0,525.47,cn,app_87
pred_000926,22224.0,interactive,64.0,320.0,524.38,cn,app_87
pred_000927,22248.0,interactive,64.0,320.0,530.18,cn,app_87
pred_000928,22272.0,interactive,64.0,320.0,524.71,cn,app_87
pred_000929,22296.0,interactive,64.0,320.0,535.32,cn,app_87
pred_000930,22320.0,interactive,64.0,320.0,526.29,cn,app_87
pred_000931,22344.0,interactive,64.0,320.0,525.2,cn,app_87
pred_000932,22368.0,interactive,64.0,320.0,530.18,cn,app_87
pred_000933,22392.0,interactive,64.0,320.0,488.64,cn,app_87
pred_000934,22416.0,interactive,64.0,320.0,488.9,cn,app_87
pred_000935,22440.0,interactive,64.0,320.0,473.71,cn,app_87
pred_000936,22464.0,interactive,64.0,320.0,473.79,cn,app_87
pred_000937,22488.0,interactive,64.0,320.0,477.21,cn,app_87
pred_000938,22512.0,interactive,64.0,320.0,472.29,cn,app_87
pred_000939,22536.0,interactive,64.0,320.0,490.2,cn,app_87
pred_000940,22560.0,interactive,64.0,320.0,473.71,cn,app_87
pred_000941,22584.0,interactive,64.0,320.0,473.79,cn,app_87
pred_000942,22608.0,interactive,64.0,320.0,477.21,cn,app_87
pred_000943,22632.0,interactive,64.0,320.0,472.29,cn,app_87
pred_000944,22656.0,interactive,64.0,320.0,490.2,cn,app_87
pred_000945,22680.0,interactive,64.0,320.0,473.71,cn,app_87
pred_000946,22704.0,interactive,64.0,320.0,470.57,cn,app_87
pred_000947,22728.0,interactive,64.0,320.0,473.97,cn,app_87
pred_000948,22752.0,interactive,64.0,320.0,469.07,cn,app_87
pred_000949,22776.0,interactive,64.0,320.0,486.86,cn,app_87
pred_000950,22800.0,interactive,64.0,320.0,470.49,cn,app_87
pred_000951,22824.0,interactive,64.0,320.0,470.57,cn,app_87
pred_000952,22848.0,interactive,64.0,320.0,474.02,cn,app_87
pred_000953,22872.0,interactive,64.0,320.0,469.13,cn,app_87
pred_000954,22896.0,interactive,64.0,320.0,492.46,cn,app_87
pred_000955,22920.0,interactive,64.0,320.0,486.99,cn,app_87
pred_000956,22944.0,interactive,64.0,320.0,487.07,cn,app_87
pred_000957,22968.0,interactive,64.0,320.0,484.37,cn,app_87
pred_000958,22992.0,interactive,64.0,320.0,479.36,cn,app_87
pred_000959,23016.0,interactive,64.0,320.0,497.54,cn,app_87
pred_000960,23040.0,interactive,64.0,320.0,480.81,cn,app_87
pred_000961,23064.0,interactive,64.0,320.0,480.9,cn,app_87
pred_000962,23088.0,interactive,64.0,320.0,484.37,cn,app_87
pred_000963,23112.0,interactive,64.0,320.0,479.36,cn,app_87
pred_000964,23136.0,interactive,64.0,320.0,497.54,cn,app_87
pred_000965,23160.0,interactive,64.0,320.0,480.81,cn,app_87
pred_000966,23184.0,interactive,64.0,320.0,480.9,cn,app_87
pred_000967,23208.0,interactive,64.0,320.0,485.99,cn,app_87
pred_000968,23232.0,interactive,64.0,320.0,480.98,cn,app_87
pred_000969,23256.0,interactive,64.0,320.0,499.21,cn,app_87
pred_000970,23280.0,interactive,64.0,320.0,482.43,cn,app_87
pred_000971,23304.0,interactive,64.0,320.0,482.51,cn,app_87
pred_000972,23328.0,interactive,64.0,320.0,494.46,cn,app_87
pred_000973,23352.0,interactive,64.0,320.0,489.36,cn,app_87
pred_000974,23376.0,interactive,64.0,320.0,507.91,cn,app_87
pred_000975,23400.0,interactive,64.0,320.0,509.18,cn,app_87
pred_000976,23424.0,interactive,64.0,320.0,511.3,cn,app_87
pred_000977,23448.0,interactive,64.0,320.0,514.99,cn,app_87
pred_000978,23472.0,interactive,64.0,320.0,509.67,cn,app_87
pred_000979,23496.0,interactive,64.0,320.0,527.81,cn,app_87
pred_000980,23520.0,interactive,64.0,320.0,514.6,cn,app_87
pred_000981,23544.0,interactive,64.0,320.0,513.53,cn,app_87
pred_000982,23568.0,interactive,64.0,320.0,518.4,cn,app_87
pred_000983,23592.0,interactive,64.0,320.0,513.05,cn,app_87
pred_000984,23616.0,interactive,64.0,320.0,534.42,cn,app_87
pred_000985,23640.0,interactive,64.0,320.0,514.6,cn,app_87
pred_000986,23664.0,interactive,64.0,320.0,513.53,cn,app_87
pred_000987,23688.0,interactive,64.0,320.0,518.4,cn,app_87
pred_000988,23712.0,interactive,64.0,320.0,513.05,cn,app_87
pred_000989,23736.0,interactive,64.0,320.0,534.42,cn,app_87
pred_000990,23760.0,interactive,64.0,320.0,514.6,cn,app_87
pred_000991,23784.0,interactive,64.0,320.0,513.53,cn,app_87
pred_000992,23808.0,interactive,64.0,320.0,521.29,cn,app_87
pred_000993,23832.0,interactive,64.0,320.0,515.9,cn,app_87
pred_000994,23856.0,interactive,64.0,320.0,537.39,cn,app_87
pred_000995,23880.0,interactive,64.0,320.0,510.78,cn,app_87
pred_000996,23904.0,interactive,64.0,320.0,509.72,cn,app_87
pred_000997,23928.0,interactive,64.0,320.0,512.59,cn,app_87
pred_000998,23952.0,interactive,64.0,320.0,507.3,cn,app_87
pred_000999,23976.0,interactive,64.0,320.0,528.43,cn,app_87
pred_001000,24000.0,interactive,64.0,320.0,509.05,cn,app_87
pred_001001,24024.0,interactive,64.0,320.0,508.0,cn,app_87
pred_001002,24048.0,interactive,64.0,320.0,498.15,cn,app_87
pred_001003,24072.0,interactive,64.0,320.0,475.24,cn,app_87
pred_001004,24096.0,interactive,64.0,320.0,494.18,cn,app_87
pred_001005,24120.0,interactive,64.0,320.0,470.54,cn,app_87
pred_001006,24144.0,interactive,64.0,320.0,470.62,cn,app_87
pred_001007,24168.0,interactive,64.0,320.0,474.02,cn,app_87
pred_001008,24192.0,interactive,64.0,320.0,469.12,cn,app_87
pred_001009,24216.0,interactive,64.0,320.0,489.76,cn,app_87
pred_001010,24240.0,interactive,64.0,320.0,470.54,cn,app_87
pred_001011,24264.0,interactive,64.0,320.0,470.62,cn,app_87
pred_001012,24288.0,interactive,64.0,320.0,474.07,cn,app_87
pred_001013,24312.0,interactive,64.0,320.0,469.17,cn,app_87
pred_001014,24336.0,interactive,64.0,320.0,498.79,cn,app_87
pred_001015,24360.0,interactive,64.0,320.0,473.81,cn,app_87
pred_001016,24384.0,interactive,64.0,320.0,473.89,cn,app_87
pred_001017,24408.0,interactive,64.0,320.0,477.26,cn,app_87
pred_001018,24432.0,interactive,64.0,320.0,472.33,cn,app_87
pred_001019,24456.0,interactive,64.0,320.0,493.12,cn,app_87
pred_001020,24480.0,interactive,64.0,320.0,473.76,cn,app_87
pred_001021,24504.0,interactive,64.0,320.0,473.84,cn,app_87
pred_001022,24528.0,interactive,64.0,320.0,477.26,cn,app_87
pred_001023,24552.0,interactive,64.0,320.0,472.33,cn,app_87
pred_001024,24576.0,interactive,64.0,320.0,493.12,cn,app_87
pred_001025,24600.0,interactive,64.0,320.0,473.76,cn,app_87
pred_001026,24624.0,interactive,64.0,320.0,508.82,cn,app_87
pred_001027,24648.0,interactive,64.0,320.0,531.64,cn,app_87
pred_001028,24672.0,interactive,64.0,320.0,528.25,cn,app_87
pred_001029,24696.0,interactive,64.0,320.0,543.31,cn,app_87
pred_001030,24720.0,interactive,64.0,320.0,536.41,cn,app_87
pred_001031,24744.0,interactive,64.0,320.0,535.3,cn,app_87
pred_001032,24768.0,interactive,64.0,320.0,540.37,cn,app_87
pred_001033,24792.0,interactive,64.0,320.0,534.79,cn,app_87
pred_001034,24816.0,interactive,64.0,320.0,548.8,cn,app_87
pred_001035,24840.0,interactive,64.0,320.0,535.49,cn,app_87
pred_001036,24864.0,interactive,64.0,320.0,534.38,cn,app_87
pred_001037,24888.0,interactive,64.0,320.0,539.45,cn,app_87
pred_001038,24912.0,interactive,64.0,320.0,533.88,cn,app_87
pred_001039,24936.0,interactive,64.0,320.0,547.87,cn,app_87
pred_001040,24960.0,interactive,64.0,320.0,535.49,cn,app_87
pred_001041,24984.0,interactive,64.0,320.0,534.38,cn,app_87
pred_001042,25008.0,interactive,64.0,320.0,539.45,cn,app_87
pred_001043,25032.0,interactive,64.0,320.0,533.88,cn,app_87
pred_001044,25056.0,interactive,64.0,320.0,547.87,cn,app_87
pred_001045,25080.0,interactive,64.0,320.0,532.01,cn,app_87
pred_001046,25104.0,interactive,64.0,320.0,530.91,cn,app_87
pred_001047,25128.0,interactive,64.0,320.0,535.94,cn,app_87
pred_001048,25152.0,interactive,64.0,320.0,530.41,cn,app_87
pred_001049,25176.0,interactive,64.0,320.0,544.3,cn,app_87
pred_001050,25200.0,interactive,64.0,320.0,532.01,cn,app_87
pred_001051,25224.0,interactive,64.0,320.0,530.91,cn,app_87
pred_001052,25248.0,interactive,64.0,320.0,535.94,cn,app_87
pred_001053,25272.0,interactive,64.0,320.0,530.41,cn,app_87
pred_001054,25296.0,interactive,64.0,320.0,544.3,cn,app_87
pred_001055,25320.0,interactive,64.0,320.0,531.74,cn,app_87
pred_001056,25344.0,interactive,64.0,320.0,530.64,cn,app_87
pred_001057,25368.0,interactive,64.0,320.0,534.51,cn,app_87
pred_001058,25392.0,interactive,64.0,320.0,529.0,cn,app_87
pred_001059,25416.0,interactive,64.0,320.0,542.86,cn,app_87
pred_001060,25440.0,interactive,64.0,320.0,530.59,cn,app_87
pred_001061,25464.0,interactive,64.0,320.0,529.5,cn,app_87
pred_001062,25488.0,interactive,64.0,320.0,534.51,cn,app_87
pred_001063,25512.0,interactive,64.0,320.0,529.0,cn,app_87
pred_001064,25536.0,interactive,64.0,320.0,539.7,cn,app_87
pred_001065,25560.0,interactive,64.0,320.0,530.59,cn,app_87
pred_001066,25584.0,interactive,64.0,320.0,529.5,cn,app_87
pred_001067,25608.0,interactive,64.0,320.0,542.74,cn,app_87
pred_001068,25632.0,interactive,64.0,320.0,537.14,cn,app_87
pred_001069,25656.0,interactive,64.0,320.0,548.0,cn,app_87
pred_001070,25680.0,interactive,64.0,320.0,538.76,cn,app_87
pred_001071,25704.0,interactive,64.0,320.0,537.65,cn,app_87
pred_001072,25728.0,interactive,64.0,320.0,529.35,cn,app_87
pred_001073,25752.0,interactive,64.0,320.0,523.89,cn,app_87
pred_001074,25776.0,interactive,64.0,320.0,534.49,cn,app_87
pred_001075,25800.0,interactive,64.0,320.0,525.47,cn,app_87
pred_001076,25824.0,interactive,64.0,320.0,524.38,cn,app_87
pred_001077,25848.0,interactive,64.0,320.0,530.18,cn,app_87
pred_001078,25872.0,interactive,64.0,320.0,524.71,cn,app_87
pred_001079,25896.0,interactive,64.0,320.0,535.32,cn,app_87
pred_001080,25920.0,interactive,64.0,320.0,526.29,cn,app_87
pred_001081,25944.0,interactive,64.0,320.0,525.2,cn,app_87
pred_001082,25968.0,interactive,64.0,320.0,530.18,cn,app_87
pred_001083,25992.0,interactive,64.0,320.0,524.71,cn,app_87
pred_001084,26016.0,interactive,64.0,320.0,535.32,cn,app_87
pred_001085,26040.0,interactive,64.0,320.0,529.79,cn,app_87
pred_001086,26064.0,interactive,64.0,320.0,528.69,cn,app_87
pred_001087,26088.0,interactive,64.0,320.0,533.7,cn,app_87
pred_001088,26112.0,interactive,64.0,320.0,528.19,cn,app_87
pred_001089,26136.0,interactive,64.0,320.0,538.88,cn,app_87
pred_001090,26160.0,interactive,64.0,320.0,540.74,cn,app_87
pred_001091,26184.0,interactive,64.0,320.0,539.62,cn,app_87
pred_001092,26208.0,interactive,64.0,320.0,544.73,cn,app_87
pred_001093,26232.0,interactive,64.0,320.0,539.11,cn,app_87
pred_001094,26256.0,interactive,64.0,320.0,550.01,cn,app_87
pred_001095,26280.0,interactive,64.0,320.0,540.74,cn,app_87
pred_001096,26304.0,interactive,64.0,320.0,539.62,cn,app_87
pred_001097,26328.0,interactive,64.0,320.0,544.73,cn,app_87
pred_001098,26352.0,interactive,64.0,320.0,539.11,cn,app_87
pred_001099,26376.0,interactive,64.0,320.0,550.01,cn,app_87
pred_001100,26400.0,interactive,64.0,320.0,540.74,cn,app_87
pred_001101,26424.0,interactive,64.0,320.0,539.62,cn,app_87
pred_001102,26448.0,interactive,64.0,320.0,554.24,cn,app_87
pred_001103,26472.0,interactive,64.0,320.0,548.52,cn,app_87
pred_001104,26496.0,interactive,64.0,320.0,559.61,cn,app_87
pred_001105,26520.0,interactive,64.0,320.0,569.4,cn,app_87
pred_001106,26544.0,interactive,64.0,320.0,568.22,cn,app_87
pred_001107,26568.0,interactive,64.0,320.0,566.4,cn,app_87
pred_001108,26592.0,interactive,64.0,320.0,555.34,cn,app_87
pred_001109,26616.0,interactive,64.0,320.0,568.13,cn,app_87
pred_001110,26640.0,interactive,64.0,320.0,562.24,cn,app_87
pred_001111,26664.0,interactive,64.0,320.0,557.4,cn,app_87
pred_001112,26688.0,interactive,64.0,320.0,566.4,cn,app_87
pred_001113,26712.0,interactive,64.0,320.0,555.34,cn,app_87
pred_001114,26736.0,interactive,64.0,320.0,568.13,cn,app_87
pred_001115,26760.0,interactive,64.0,320.0,562.24,cn,app_87
pred_001116,26784.0,interactive,64.0,320.0,557.4,cn,app_87
pred_001117,26808.0,interactive,64.0,320.0,568.3,cn,app_87
pred_001118,26832.0,interactive,64.0,320.0,557.2,cn,app_87
pred_001119,26856.0,interactive,64.0,320.0,570.04,cn,app_87
pred_001120,26880.0,interactive,64.0,320.0,564.13,cn,app_87
pred_001121,26904.0,interactive,64.0,320.0,559.27,cn,app_87
pred_001122,26928.0,interactive,64.0,320.0,578.2,cn,app_87
pred_001123,26952.0,interactive,64.0,320.0,566.91,cn,app_87
pred_001124,26976.0,interactive,64.0,320.0,579.97,cn,app_87
pred_001125,27000.0,interactive,64.0,320.0,573.96,cn,app_87
pred_001126,27024.0,interactive,64.0,320.0,569.01,cn,app_87
pred_001127,27048.0,interactive,64.0,320.0,578.2,cn,app_87
pred_001128,27072.0,interactive,64.0,320.0,566.91,cn,app_87
pred_001129,27096.0,interactive,64.0,320.0,579.97,cn,app_87
pred_001130,27120.0,interactive,64.0,320.0,570.3,cn,app_87
pred_001131,27144.0,interactive,64.0,320.0,565.38,cn,app_87
pred_001132,27168.0,interactive,64.0,320.0,574.51,cn,app_87
pred_001133,27192.0,interactive,64.0,320.0,563.29,cn,app_87
pred_001134,27216.0,interactive,64.0,320.0,579.65,cn,app_87
pred_001135,27240.0,interactive,64.0,320.0,570.3,cn,app_87
pred_001136,27264.0,interactive,64.0,320.0,565.38,cn,app_87
pred_001137,27288.0,interactive,64.0,320.0,574.51,cn,app_87
pred_001138,27312.0,interactive,64.0,320.0,563.29,cn,app_87
pred_001139,27336.0,interactive,64.0,320.0,579.65,cn,app_87
pred_001140,27360.0,interactive,64.0,320.0,570.3,cn,app_87
pred_001141,27384.0,interactive,64.0,320.0,565.38,cn,app_87
pred_001142,27408.0,interactive,64.0,320.0,577.71,cn,app_87
pred_001143,27432.0,interactive,64.0,320.0,566.43,cn,app_87
pred_001144,27456.0,interactive,64.0,320.0,582.87,cn,app_87
pred_001145,27480.0,interactive,64.0,320.0,573.47,cn,app_87
pred_001146,27504.0,interactive,64.0,320.0,568.53,cn,app_87
pred_001147,27528.0,interactive,64.0,320.0,575.51,cn,app_87
pred_001148,27552.0,interactive,64.0,320.0,564.27,cn,app_87
pred_001149,27576.0,interactive,64.0,320.0,580.65,cn,app_87
pred_001150,27600.0,interactive,64.0,320.0,571.54,cn,app_87
pred_001151,27624.0,interactive,64.0,320.0,566.61,cn,app_87
pred_001152,27648.0,interactive,64.0,320.0,559.3,cn,app_87
pred_001153,27672.0,interactive,64.0,320.0,548.37,cn,app_87
pred_001154,27696.0,interactive,64.0,320.0,564.3,cn,app_87
pred_001155,27720.0,interactive,64.0,320.0,550.23,cn,app_87
pred_001156,27744.0,interactive,64.0,320.0,545.49,cn,app_87
pred_001157,27768.0,interactive,64.0,320.0,554.3,cn,app_87
pred_001158,27792.0,interactive,64.0,320.0,543.47,cn,app_87
pred_001159,27816.0,interactive,64.0,320.0,561.79,cn,app_87
pred_001160,27840.0,interactive,64.0,320.0,552.73,cn,app_87
pred_001161,27864.0,interactive,64.0,320.0,547.97,cn,app_87
pred_001162,27888.0,interactive,64.0,320.0,556.82,cn,app_87
pred_001163,27912.0,interactive,64.0,320.0,545.94,cn,app_87
pred_001164,27936.0,interactive,64.0,320.0,561.79,cn,app_87
pred_001165,27960.0,interactive,64.0,320.0,552.73,cn,app_87
pred_001166,27984.0,interactive,64.0,320.0,547.97,cn,app_87
pred_001167,28008.0,interactive,64.0,320.0,556.82,cn,app_87
pred_001168,28032.0,interactive,64.0,320.0,545.94,cn,app_87
pred_001169,28056.0,interactive,64.0,320.0,561.79,cn,app_87
pred_001170,28080.0,interactive,64.0,320.0,552.73,cn,app_87
pred_001171,28104.0,interactive,64.0,320.0,547.97,cn,app_87
pred_001172,28128.0,interactive,64.0,320.0,556.82,cn,app_87
pred_001173,28152.0,interactive,64.0,320.0,553.88,cn,app_87
pred_001174,28176.0,interactive,64.0,320.0,569.96,cn,app_87
pred_001175,28200.0,interactive,64.0,320.0,560.77,cn,app_87
pred_001176,28224.0,interactive,64.0,320.0,555.93,cn,app_87
pred_001177,28248.0,interactive,64.0,320.0,564.91,cn,app_87
pred_001178,28272.0,interactive,64.0,320.0,553.88,cn,app_87
pred_001179,28296.0,interactive,64.0,320.0,569.96,cn,app_87
pred_001180,28320.0,interactive,64.0,320.0,567.71,cn,app_87
pred_001181,28344.0,interactive,64.0,320.0,562.82,cn,app_87
pred_001182,28368.0,interactive,64.0,320.0,571.91,cn,app_87
pred_001183,28392.0,interactive,64.0,320.0,560.74,cn,app_87
pred_001184,28416.0,interactive,64.0,320.0,577.02,cn,app_87
pred_001185,28440.0,interactive,64.0,320.0,566.75,cn,app_87
pred_001186,28464.0,interactive,64.0,320.0,561.86,cn,app_87
pred_001187,28488.0,interactive,64.0,320.0,570.93,cn,app_87
pred_001188,28512.0,interactive,64.0,320.0,559.78,cn,app_87
pred_001189,28536.0,interactive,64.0,320.0,576.03,cn,app_87
pred_001190,28560.0,interactive,64.0,320.0,566.75,cn,app_87
pred_001191,28584.0,interactive,64.0,320.0,561.86,cn,app_87
pred_001192,28608.0,interactive,64.0,320.0,570.93,cn,app_87
pred_001193,28632.0,interactive,64.0,320.0,559.78,cn,app_87
pred_001194,28656.0,interactive,64.0,320.0,576.03,cn,app_87
pred_001195,28680.0,interactive,64.0,320.0,563.06,cn,app_87
pred_001196,28704.0,interactive,64.0,320.0,558.21,cn,app_87
pred_001197,28728.0,interactive,64.0,320.0,567.22,cn,app_87
pred_001198,28752.0,interactive,64.0,320.0,556.14,cn,app_87
pred_001199,28776.0,interactive,64.0,320.0,572.29,cn,app_87
pred_001200,28800.0,interactive,64.0,320.0,563.06,cn,app_87
pred_001201,28824.0,interactive,64.0,320.0,558.21,cn,app_87
pred_001202,28848.0,interactive,64.0,320.0,567.22,cn,app_87
pred_001203,28872.0,interactive,64.0,320.0,556.14,cn,app_87
pred_001204,28896.0,interactive,64.0,320.0,572.29,cn,app_87
pred_001205,28920.0,interactive,64.0,320.0,562.78,cn,app_87
pred_001206,28944.0,interactive,64.0,320.0,557.93,cn,app_87
pred_001207,28968.0,interactive,64.0,320.0,565.71,cn,app_87
pred_001208,28992.0,interactive,64.0,320.0,554.66,cn,app_87
pred_001209,29016.0,interactive,64.0,320.0,570.77,cn,app_87
pred_001210,29040.0,interactive,64.0,320.0,561.56,cn,app_87
pred_001211,29064.0,interactive,64.0,320.0,556.72,cn,app_87
pred_001212,29088.0,interactive,64.0,320.0,565.71,cn,app_87
pred_001213,29112.0,interactive,64.0,320.0,554.66,cn,app_87
pred_001214,29136.0,interactive,64.0,320.0,567.44,cn,app_87
pred_001215,29160.0,interactive,64.0,320.0,561.56,cn,app_87
pred_001216,29184.0,interactive,64.0,320.0,556.72,cn,app_87
pred_001217,29208.0,interactive,64.0,320.0,574.42,cn,app_87
pred_001218,29232.0,interactive,64.0,320.0,563.2,cn,app_87
pred_001219,29256.0,interactive,64.0,320.0,576.18,cn,app_87
pred_001220,29280.0,interactive,64.0,320.0,570.21,cn,app_87
pred_001221,29304.0,interactive,64.0,320.0,565.29,cn,app_87
pred_001222,29328.0,interactive,64.0,320.0,560.25,cn,app_87
pred_001223,29352.0,interactive,64.0,320.0,549.31,cn,app_87
pred_001224,29376.0,interactive,64.0,320.0,561.97,cn,app_87
pred_001225,29400.0,interactive,64.0,320.0,556.14,cn,app_87
pred_001226,29424.0,interactive,64.0,320.0,551.35,cn,app_87
pred_001227,29448.0,interactive,64.0,320.0,561.13,cn,app_87
pred_001228,29472.0,interactive,64.0,320.0,550.17,cn,app_87
pred_001229,29496.0,interactive,64.0,320.0,562.85,cn,app_87
pred_001230,29520.0,interactive,64.0,320.0,557.01,cn,app_87
pred_001231,29544.0,interactive,64.0,320.0,552.21,cn,app_87
pred_001232,29568.0,interactive,64.0,320.0,561.13,cn,app_87
pred_001233,29592.0,interactive,64.0,320.0,550.17,cn,app_87
pred_001234,29616.0,interactive,64.0,320.0,562.85,cn,app_87
pred_001235,29640.0,interactive,64.0,320.0,560.71,cn,app_87
pred_001236,29664.0,interactive,64.0,320.0,555.88,cn,app_87
pred_001237,29688.0,interactive,64.0,320.0,564.85,cn,app_87
pred_001238,29712.0,interactive,64.0,320.0,553.82,cn,app_87
pred_001239,29736.0,interactive,64.0,320.0,566.58,cn,app_87
pred_001240,29760.0,interactive,64.0,320.0,560.71,cn,app_87
pred_001241,29784.0,interactive,64.0,320.0,555.88,cn,app_87
pred_001242,29808.0,interactive,64.0,320.0,564.85,cn,app_87
pred_001243,29832.0,interactive,64.0,320.0,553.82,cn,app_87
pred_001244,29856.0,interactive,64.0,320.0,566.58,cn,app_87
pred_001245,29880.0,interactive,64.0,320.0,560.71,cn,app_87
pred_001246,29904.0,interactive,64.0,320.0,555.88,cn,app_87
pred_001247,29928.0,interactive,64.0,320.0,564.85,cn,app_87
pred_001248,29952.0,interactive,64.0,320.0,553.82,cn,app_87
pred_001249,29976.0,interactive,64.0,320.0,566.58,cn,app_87
pred_001250,30000.0,interactive,64.0,320.0,560.71,cn,app_87
pred_001251,30024.0,interactive,64.0,320.0,555.88,cn,app_87
pred_001252,30048.0,interactive,64.0,320.0,564.85,cn,app_87
pred_001253,30072.0,interactive,64.0,320.0,553.82,cn,app_87
pred_001254,30096.0,interactive,64.0,320.0,566.58,cn,app_87
pred_001255,30120.0,interactive,64.0,320.0,580.3,cn,app_87
pred_001256,30144.0,interactive,64.0,320.0,575.3,cn,app_87
pred_001257,30168.0,interactive,64.0,320.0,577.24,cn,app_87
pred_001258,30192.0,interactive,64.0,320.0,565.97,cn,app_87
pred_001259,30216.0,interactive,64.0,320.0,579.01,cn,app_87
pred_001260,30240.0,interactive,64.0,320.0,573.01,cn,app_87
pred_001261,30264.0,interactive,64.0,320.0,568.07,cn,app_87
pred_001262,30288.0,interactive,64.0,320.0,577.24,cn,app_87
pred_001263,30312.0,interactive,64.0,320.0,565.97,cn,app_87
pred_001264,30336.0,interactive,64.0,320.0,579.01,cn,app_87
pred_001265,30360.0,interactive,64.0,320.0,573.01,cn,app_87
pred_001266,30384.0,interactive,64.0,320.0,568.07,cn,app_87
pred_001267,30408.0,interactive,64.0,320.0,579.18,cn,app_87
pred_001268,30432.0,interactive,64.0,320.0,567.87,cn,app_87
pred_001269,30456.0,interactive,64.0,320.0,580.95,cn,app_87
pred_001270,30480.0,interactive,64.0,320.0,574.93,cn,app_87
pred_001271,30504.0,interactive,64.0,320.0,569.98,cn,app_87
pred_001272,30528.0,interactive,64.0,320.0,589.27,cn,app_87
pred_001273,30552.0,interactive,64.0,320.0,577.76,cn,app_87
pred_001274,30576.0,interactive,64.0,320.0,591.07,cn,app_87
pred_001275,30600.0,interactive,64.0,320.0,584.95,cn,app_87
pred_001276,30624.0,interactive,64.0,320.0,637.2,cn,app_87
