model,target,MSE,RMSE,MAE,MAPE,SMAPE,R2
TwoStage_XGBoost_ActiveOnly,cpu_request_sum,13250.77734375,115.11202084817207,65.94134521484375,86.44982099796778,49.28309778103494,0.4723818302154541
TwoStage_XGBoost_ActiveOnly,memory_request_sum,325310.01802403864,570.3595515322231,335.39059029856037,85.0869697676533,50.199379735072434,0.48530876901970443
TwoStage_XGBoost_ActiveOnly,duration_minutes_mean,15859644.44715125,3982.41691026332,1429.1001383236437,4927.7634517535425,114.57572393532016,-0.08386532189347196
TwoStage_XGBoost_ActiveOnly,job_count,2.7847909927368164,1.6687693048282068,1.0537697076797485,50.8709101193789,43.05956657809711,0.5504856109619141
TwoStage_XGBoost_ActiveOnly,batch_count,2.4117178916931152,1.552970666720114,0.8875365257263184,28.42368135481022,67.02473662234596,0.3540072441101074
TwoStage_XGBoost_ActiveOnly,interactive_count,0.9863074421882629,0.9931301234925174,0.6286388635635376,55.35288691857442,143.41251856862905,0.3840184807777405
