model,target,MSE,RMSE,MAE,MAPE,SMAPE,R2
XGBoost,cpu_request_sum,9375.2421875,96.82583429798062,49.14484786987305,83.9937512843235,174.88115927164048,0.41164863109588623
XGBoost,memory_request_sum,271443.2435613884,521.0021531254822,257.7398013960984,89.27016447834006,182.83296673622803,0.32491121210795815
XGBoost,duration_minutes_mean,7239139.538526158,2690.564910669534,647.4826633508172,861.1199505821392,176.86258372286625,-0.05295633164286295
XGBoost,job_count,1.8778272867202759,1.3703383840206316,0.8501479029655457,54.74019445009331,146.65904824971153,0.5422646999359131
XGBoost,batch_count,1.3472599983215332,1.1607152959798253,0.6945517659187317,60.67767521015911,162.58993555843787,0.4033534526824951
XGBoost,interactive_count,0.5398876667022705,0.734770485731613,0.3510018289089203,71.42716401756483,183.13257088035888,0.35921746492385864
