model,target,MSE,RMSE,MAE,MAPE,SMAPE,R2
SARIMA_LIGHT,cpu_request_sum,125137.86331772634,353.7483050386621,200.7118818811065,158.4961346245021,112.41536982817613,-0.0007387523039541488
SARIMA_LIGHT,memory_request_sum,3178635.8144640527,1782.8729103511705,964.3135875296626,140.9810142603853,110.57812853606339,-0.003096744508857663
SARIMA_LIGHT,duration_minutes_mean,8770810.648440776,2961.5554440936567,1304.2691219227002,2624.892041195639,137.02196537211898,-0.020814045305499018
SARIMA_LIGHT,job_count,32.812472960790934,5.728217258518652,3.8163119323468826,140.24359336483295,113.93614755602795,-0.03465179971618659
SARIMA_LIGHT,batch_count,16.92279324298921,4.113732276532979,2.925873711581783,118.79738547528325,124.38835826291151,-0.07095107072395801
SARIMA_LIGHT,interactive_count,5.301048768680775,2.3024006533791583,1.1456625684447181,68.81996786955492,166.10865235772837,-0.051538214639733626
