scenario,status,has_solution,objective_value,mip_gap_pct,runtime_seconds,num_variables,num_binary_variables,num_constraints,jobs_in_forecast,jobs_placed,jobs_on_time,jobs_late_count,energy_cost,pm_cost,expected_cm_cost,switching_cost,lateness_cost,total_cost,total_facility_energy_kwh,average_pue,max_pue,total_switching_events,total_lateness_hours
reduced_capacity_10pct,OPTIMAL,1,78.82593566235492,1.95564159545813,5283.593999862671,178738,162066,231564,172,172,172,0,50.48477223326095,0.0,23.341163429093996,4.999999999999998,0.0,78.82593566235492,0.3750777629226455,1.4907506124361396,1.5596476349800332,50.0,0.0
