scenario,status,has_solution,objective_value,mip_gap_pct,runtime_seconds,num_variables,num_binary_variables,num_constraints,jobs_in_forecast,jobs_placed,jobs_on_time,jobs_late_count,energy_cost,pm_cost,expected_cm_cost,switching_cost,lateness_cost,total_cost,total_facility_energy_kwh,average_pue,max_pue,total_switching_events,total_lateness_hours
base,OPTIMAL,1,74.32838398515224,1.9967765058137112,5945.987999916077,178738,162066,231564,172,172,172,0,48.722515407542545,0.0,20.90586857760971,4.699999999999999,0.0,74.32838398515224,0.3627689746162197,1.4944744777781562,1.5575082939149962,47.0,0.0
