scenario,status,has_solution,objective_value,mip_gap_pct,runtime_seconds,num_variables,num_binary_variables,num_constraints,jobs_in_forecast,jobs_placed,jobs_on_time,jobs_late_count,energy_cost,pm_cost,expected_cm_cost,switching_cost,lateness_cost,total_cost,total_facility_energy_kwh,average_pue,max_pue,total_switching_events,total_lateness_hours
high_energy_cost_50pct,OPTIMAL,1,99.0166035004032,1.8221103416315565,5833.378999948502,178738,162066,231564,172,172,172,0,72.82423881294048,0.0,21.19236468746262,4.999999999999998,0.0,99.0166035004032,0.3636040133067505,1.495139762709926,1.5598644602374028,50.0,0.0
